;link.law;actor;date;link.statement
Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;Deutscher Gewerkschaftsbund (DGB);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_DGB_RefE-AReG.pdf?__blob=publicationFile&v=2
Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;Deutscher Genossenschafts- und Raiffeisenverband e. V. (DGRV);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_DGRV_RefE_AReG.pdf?__blob=publicationFile&v=3
Stellungnahme des Bundes Deutscher Sozialrichter (BDS);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_BDS_RefE_FamFG_AendG.html;Bund Deutscher Sozialrichter (BDS);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_BDS_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1
Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;Stellungnahme Bund Deutscher Sozialrichter (BDS);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_Bund_Deutscher_Sozialrichter_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=3
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Bundevereinigung der Deutschen Arbeitgeberverbände (BDA);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_BDA_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Deutscher Anwaltverein (DAV);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_DAV_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Zentralverband des Deutschen Baugewerbes (ZDB) und Hauptverband der Deutschen Bauindustrie (HDB);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_ZDB_HDB_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Zentralverband des Deutschen Handwerks (ZDH);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_ZDH_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Verband Insolvenzverwalter Deutschlands (VID);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_VID_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;Deutscher Richterbund (DRB);01. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06012015_Stellungnahme_DRB_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1
Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;Vereinigung zur Mitwirkung an der Entwicklung des Bilanzrechts für Familiengesellschaften e. V. (VMEBF);30. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05302015_Stellungnahme_WMEBF_RefE_AReg.pdf?__blob=publicationFile&v=1
Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;Bundes-Arbeitsgemeinschaft für Familien-Mediation e. V. (BAFM);29. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05292015_Stellungnahme_BAFM_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=2
Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;Verband für die mittelständische Wirtschaftsprüfung e. V. (wp.net), Nachtrag vom 26.05.2015;26. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05262015_Stellungnahme_wpnet_Nachtrag_RefE_AReG.pdf?__blob=publicationFile&v=3
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Bundesnotarkammer (BNotK);26. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05262015_Stellungnahme_BNotK_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=2
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Arbeitskreis Verbraucherinsolvenz-Saarland;26. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05262015_Stellungnahme_Verbraucherinsolvenz_Saarland_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Europäische Akademie für Informationsfreiheit und Datenschutz (EAID);25. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05252015_Stellungnahme_EAID_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e. V. (BITKOM);22. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05222015_Stellungnahme_BITKOM_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=2
Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;Charité - Institut für Forensische Psychiatrie -;22. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05222015_Stellungnahme_Charite_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1
Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Abschlusspruefungsreformgesetz.html;Wirtschaftsprüferkammer (WPK);20. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05202015_Stellungnahme_WPK_RefE_AReG.pdf?__blob=publicationFile&v=1
Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;Arbeitskreis freiberuflicher psychiatrischer und psychologischer Sachverständiger e. V.;20. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05202015_Stellungnahme_AK_freib_psych_Sachverstaendiger_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Initiative Europäischer Netzbetreiber (IEN);19. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05192015_Stellungnahme_IEN_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Bundesrechtsanwaltskammer (BRAK);18. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05182015_Stellungnahme_BRAK_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=1
Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetzbuches;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Novellierung_Unterbringung_psychiatrischen_Krankenhaus_63_StGB.html;Diakonie Deutschland und Bundesverband evangelische Behindertenhilfe (BeB);18. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05182015_Stellungnahme_Diakonie_Deutschland_RefE_Novellierung_Rechts_Unterbringung_psychiatrischew_Krankenhaus_Par_63_StGB.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Deutscher Industrie- und Handelskammertag e. V. (DIHK);18. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05182015_Stellungnahme_DIHK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Patentanwaltskammer;15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_PAK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Deutsche Rentenversicherung Bund (DRV Bund);15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_DRV_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Institut der Wirtschaftsprüfer in Deutschland e. V. (IDW);15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_IDW_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Arbeitsgemeinschaft Berufsständischer Versorgungseinrichtungen e. V. (ABV);15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_ABV_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Deutscher Genossenschafts- und Raiffeisenverband e. V. (DGRV);15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_DGRV_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Bundesverband Deutscher Patentanwälte e. V.;15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_BDP_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Bundesnotarkammer (BNotK);15. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05152015_Stellungnahme_BNotK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Wirtschaftsprüferkammer (WPK);13. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05132015_Stellungnahme_WPK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Deutscher Steuerberaterverband e. V. (DStV);12. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05122015_Stellungnahme_DStV_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Interessenverband Unterhalt und Familienrecht e. V. (ISUV);08. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05082015_Stellungnahme_ISUV_RefE_Bereingiung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;Bundesverband der Pneumologen in Deutschland - Dr. med. Andreas Hellmann (Vorsitzender);07. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05072015_Stellungnahme_Pneumologen_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=2
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Bundesarbeitsgemeinschaft Landesjugendamt Rheinland-Pfalz;07. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05072015_Stellungnahme_BAG_Landesjugendaemter_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;AWO Bundesverband e. V.;06. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05062015_Stellungnahme_AWO_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Bundessteuerberaterkammer (BStBK), Abteilung Berufsrecht;06. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05062015_Stellungnahme_BStBK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Republikanischer Anwältinnen- und Anwälteverein e. V. (RAV);05. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05052015_Stellungnahme_RAV_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Vereinte Dienstleistungsgewerkschaft (ver.di);05. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05052015_Stellungnahme_verdi_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Völklinger Kreis e. V. - Bundesverband schwuler Führungskräfte;05. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05052015_Stellungnahme_Voelklinger_Kreis_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Bundesnotarkammer (BNotK);05. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05052015_Stellungnahme_BNotK_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Bereinigung des Rechts der Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bereinigung_Lebenpartnerrechts.html;Bundesverband der Deutschen Standesbeamtinnen und Standesbeamten e. V. (BDS);04. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05042015_Stellungnahme_Standesbeamtinnen_RefE_Bereinigung_Lebenspartnerrechts.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Deutscher Anwaltverein (DAV);01. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05012015_Stellungnahme_DAV_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=1
Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.html;Deutscher Richterbund (DRB);01. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05012015_Stellungnahme_DRB_RefE_Einfuehrung_Speicherfrist_Hoechstspeicherfrist_Verkehrsdaten.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Bundesverband der Unternehmensjuristen e. V. (BUJ);01. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05012015_Stellungnahme_BUJ_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Deutscher Anwaltverein (DAV);01. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05012015_Stellungnahme_DAV_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Neuordnung des Rechts der Syndikusanwälte;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Neuordnung_Syndikusanwaelterecht.html;Bundesrechtsanwaltskammer (BRAK);01. Mai 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/05012015_Stellungnahme_BRAK_RefE_Neuordnung_Syndikusanwaelterecht.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Gravenbrucher Kreis;29. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04292015_Stellungnahme_Gravenbrucher_Kreis_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;Deutsche Gesellschaft für Integrierte Versorgung im Gesundheitswesen e. V. (DGIV);21. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04212015_Stellungnahme_dgiv_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Bundesarbeitskreis Insolvenzgerichts e. V. (BAKinso);21. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04212015_Stellungnahme_BAKinso_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Verbesserung der Rechtssicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Anfechtungsgesetz.html;Bundesverband mittelständische Wirtschaft e. V. (BVMW);16. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04162015_Stellungnahme_BVMW_RefE_Anfechtungsgesetz.pdf?__blob=publicationFile&v=1
Gesetz zur Bekämpfung von Korruption im Gesundheitswesen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Korruption_Gesundheitswesen.html;Verbraucherzentrale Bundesverband e. V. (vzbv);13. Apr 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/04132015_Stellungnahme_vzbv_RefE_Bekaempfung_Korruption_Gesundheitswesen.pdf?__blob=publicationFile&v=1
